Artist,Genre,Title,Group,Score
Theo Parrish,Electronic,Sound Sculptures Volume 1,8,8.6
The Very Best,Electronic,Esau Mwamwaya And Radioclit Are The Very Best,8,8.6
Pp Bradock,Electronic,Confiote De Bits: A Remix Collection,8,8.6
Jj,Electronic,Jj N 2,8,8.6
Neon Indian,Electronic,Psychic Chasms,8,8.6
The Very Best,Electronic,Warm Heart Of Africa,8,8.6
Four Tet,Electronic,There Is Love In You,8,8.6
Cut Copy,Electronic,Zonoscope,8,8.6
Harald Grosskopf,Electronic,Synthesist,8,8.6
Art Of Noise,Electronic,Who'S Afraid Of The Art Of Noise [Deluxe Edition],8,8.6
Throbbing Gristle,Electronic,The Second Annual Report Of Throbbing Gristle,8,8.6
Julia Holter,Electronic,Ekstasis,8,8.6
Drexciya,Electronic,Journey Of The Deep Sea Dweller Ii,8,8.6
Dj Koze,Electronic,Amygdala,8,8.6
Baths,Electronic,Obsidian,8,8.6
Julia Holter,Electronic,Loud City Song,8,8.6
Dj Rashad,Electronic,Double Cup,8,8.6
Bikini Kill,Electronic,Yeah Yeah Yeah Yeah,8,8.6
Bjrk,Electronic,Vulnicura,8,8.6
Fka Twigs,Electronic,M3Ll155X,8,8.6
Neon Indian,Electronic,Vega Intl. Night School,8,8.6
Archy Marshall,Electronic,A New Place 2 Drown,8,8.6
The Ex,Metal,Dizzy Spells,8,8.5
Emperor,Metal,Scattered Ashes: A Decade Of Emperial Wrath,8,8.5
Ghost,Metal,Metamorphosis: Ghost Chronicles 1984-2004,8,8.5
Heavenly,Metal,Heavenly Vs. Satan,8,8.5
Mastodon,Metal,Leviathan,8,8.5
Soilwork,Metal,Natural Born Chaos,8,8.5
Sunn O))),Metal,Flight Of The Behemoth,8,8.5
Isis,Metal,Wavering Radiant,8,8.5
Sunn O))),Metal,Monoliths & Dimensions,8,8.5
Baroness,Metal,Blue Record,8,8.5
Converge,Metal,Axe To Fall,8,8.5
The Body,Metal,All The Waters Of The Earth Turn To Blood,8,8.5
Off!,Metal,First Four Eps,8,8.5
Agalloch,Metal,Marrow Of The Spirit,8,8.5
Baroness,Metal,Yellow & Green,8,8.5
Blut Aus Nord,Metal,777: Cosmosophy,8,8.5
Baroness,Metal,Purple,8,8.5
Iron & Wine,Folk/Country,Woman King Ep,8,8.5
Calexico,Folk/Country,In The Reins Ep,8,8.5
Iron & Wine,Folk/Country,In The Reins Ep,8,8.5
Catherine Irwin,Folk/Country,Cut Yourself A Switch,8,8.5
Sufjan Stevens,Folk/Country,Greetings From Michigan: The Great Lakes State,8,8.5
Wovenhand,Folk/Country,Consider The Birds,8,8.5
Johnny Cash,Folk/Country,Personal File,8,8.5
Scharpling & Wurster,Folk/Country,The Art Of The Slap,8,8.5
Robert Forster,Folk/Country,Intermission: The Best Of The Solo Recordings 1990-1997,8,8.5
Grant Mclennan,Folk/Country,Intermission: The Best Of The Solo Recordings 1990-1997,8,8.5
Max Tundra,Folk/Country,Parallax Error Beheads You,8,8.5
The Tallest Man On Earth,Folk/Country,The Wild Hunt,8,8.5
Woody Guthrie,Folk/Country,Woody At 100: The Woody Guthrie Centennial Collection,8,8.5
Nick Drake,Folk/Country,Tuck Box,8,8.5
Joanna Newsom,Folk/Country,Divers,8,8.5
Washington Phillips,Folk/Country,Washington Phillips And His Manzarene Dreams,8,8.5
Terry Allen,Folk/Country,Lubbock (On Everything),8,8.5
